0.0,0.0,0.0,0,0,0
1.73822045326233e-05,0.0003081560134887695,-0.000411421060562134,359.98, 359.87, 359.96
8.6553394794464e-05,0.000699520111083985,-0.000661641359329225,359.85, 359.71, 359.79
0.00055096298456192,0.00127732753753662,-0.00104990601539612,359.71, 359.40, 359.33
0.001696035265922545,0.00202775001525879,-0.001375943422317505,359.63, 358.87, 358.33
0.00338396430015564,0.002906203269958495,-0.0017874538898468,359.53, 358.03, 356.91
0.00489867478609085,0.003751158714294435,-0.002149254083633425,359.42, 357.28, 355.60
0.0067881941795349,0.004683852195739745,-0.002889305353164675,359.19, 356.48, 354.13
0.0090113952755928,0.0055631399154663,-0.003698617219924925,359.01, 355.73, 352.60
0.01162534207105635,0.006555438041687,-0.00475946068763733,358.79, 354.93, 350.93
0.0138165205717087,0.0074324607849121,-0.0057624876499176,358.58, 354.25, 349.48
0.01620569080114365,0.0083562135696411,-0.0070643723011017,358.30, 353.53, 347.99
0.0188286453485489,0.00925540924072265,-0.0085112154483795,358.00, 352.84, 346.51
0.02181433141231535,0.0101267099380493,-0.01003292202949525,357.72, 352.10, 344.92
0.02436086535453795,0.0109010934829712,-0.01152005791664125,357.45, 351.45, 343.54
0.02732620015740395,0.0116729736328125,-0.0131446421146393,357.17, 350.80, 342.04
0.03047554939985275,0.01239144802093505,-0.0146646797657013,356.89, 350.21, 340.62
0.033954419195652,0.01307857036590575,-0.01637545228004455,356.62, 349.71, 339.17
0.03705281019210815,0.0137103796005249,-0.0181615650653839,356.37, 349.25, 337.85
0.0403217487037182,0.0142815113067627,-0.019795686006546,356.21, 348.93, 336.63
0.0438763424754143,0.01488029956817625,-0.02127018570899965,356.11, 348.64, 335.45
0.0477825477719307,0.01549971103668215,-0.02251020073890685,356.01, 348.38, 334.26
0.0512009896337985,0.01606380939483645,-0.0238018333911896,355.92, 348.15, 333.21
0.0549130626022815,0.01664793491363525,-0.0249958336353302,355.85, 347.93, 332.17
0.059279181063175,0.0172537565231323,-0.0261836349964142,355.83, 347.68, 331.02
0.0633067339658735,0.017708420753479,-0.0268848240375519,355.87, 347.49, 330.03
0.068546272814274,0.01821863651275635,-0.02722838521003725,355.99, 347.25, 328.85
0.0732133463025095,0.0187098979949951,-0.0276583731174469,356.08, 347.04, 327.81
0.078310512006283,0.01905953884124755,-0.0276090204715729,356.31, 346.77, 326.74
0.0843839421868325,0.01919662952423095,-0.0270557701587677,356.71, 346.41, 325.44
0.0896185785532,0.01909101009368895,-0.02620020508766175,357.12, 346.12, 324.30
