0.0,0.0,0.0,0,0,0
8.69110226631165e-06,0.00015407800674438474,-0.000205710530281067,359.98, 359.87, 359.96
4.3276697397232e-05,0.0003497600555419925,-0.0003308206796646125,359.85, 359.71, 359.79
0.00027548149228096,0.00063866376876831,-0.00052495300769806,359.71, 359.40, 359.33
0.0008480176329612725,0.001013875007629395,-0.0006879717111587525,359.63, 358.87, 358.33
0.00169198215007782,0.0014531016349792474,-0.0008937269449234,359.53, 358.03, 356.91
0.002449337393045425,0.0018755793571472174,-0.0010746270418167125,359.42, 357.28, 355.60
0.00339409708976745,0.0023419260978698726,-0.0014446526765823375,359.19, 356.48, 354.13
0.0045056976377964,0.00278156995773315,-0.0018493086099624625,359.01, 355.73, 352.60
0.005812671035528175,0.0032777190208435,-0.002379730343818665,358.79, 354.93, 350.93
0.00690826028585435,0.00371623039245605,-0.0028812438249588,358.58, 354.25, 349.48
0.008102845400571825,0.00417810678482055,-0.00353218615055085,358.30, 353.53, 347.99
0.00941432267427445,0.004627704620361325,-0.00425560772418975,358.00, 352.84, 346.51
0.010907165706157676,0.00506335496902465,-0.005016461014747625,357.72, 352.10, 344.92
0.012180432677268975,0.0054505467414856,-0.005760028958320625,357.45, 351.45, 343.54
0.013663100078701975,0.00583648681640625,-0.00657232105731965,357.17, 350.80, 342.04
0.015237774699926375,0.006195724010467525,-0.00733233988285065,356.89, 350.21, 340.62
0.016977209597826,0.006539285182952875,-0.008187726140022274,356.62, 349.71, 339.17
0.018526405096054074,0.00685518980026245,-0.00908078253269195,356.37, 349.25, 337.85
0.0201608743518591,0.00714075565338135,-0.009897843003273,356.21, 348.93, 336.63
0.02193817123770715,0.007440149784088125,-0.010635092854499826,356.11, 348.64, 335.45
0.02389127388596535,0.007749855518341075,-0.011255100369453425,356.01, 348.38, 334.26
0.02560049481689925,0.008031904697418225,-0.0119009166955948,355.92, 348.15, 333.21
0.02745653130114075,0.008323967456817625,-0.0124979168176651,355.85, 347.93, 332.17
0.0296395905315875,0.00862687826156615,-0.0130918174982071,355.83, 347.68, 331.02
0.03165336698293675,0.0088542103767395,-0.01344241201877595,355.87, 347.49, 330.03
0.034273136407137,0.009109318256378176,-0.013614192605018624,355.99, 347.25, 328.85
0.03660667315125475,0.00935494899749755,-0.01382918655872345,356.08, 347.04, 327.81
0.0391552560031415,0.009529769420623776,-0.01380451023578645,356.31, 346.77, 326.74
0.04219197109341625,0.009598314762115475,-0.01352788507938385,356.71, 346.41, 325.44
0.0448092892766,0.009545505046844475,-0.013100102543830875,357.12, 346.12, 324.30
0.04758130759000775,0.009522020816802975,-0.012681439518928524,357.53, 345.80, 323.11
0.05060129240155225,0.009458959102630626,-0.01205672323703765,358.02, 345.45, 321.88
