0,-0.101963,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
1,-0.1016178,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
2,-0.1010666,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
3,-0.09993076,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
4,-0.09808922,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
5,-0.09640598,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
6,-0.09485817,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
7,-0.09217548,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
8,-0.089571,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
9,-0.08727074,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
10,-0.08348083,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
11,-0.08040237,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
12,-0.07675362,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
13,-0.07314491,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
14,-0.06925201,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
15,-0.06495476,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
16,-0.05813789,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
17,-0.05305958,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
18,-0.04915237,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
19,-0.04428577,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
20,-0.03808784,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
21,-0.0338583,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
22,-0.02890396,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
23,-0.02296638,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
24,-0.01795197,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
25,-0.01299572,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
26,-0.010952,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
27,-0.004918098,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
28,6.580353E-05,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
29,0.004889488,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
30,0.008624077,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
31,0.01208973,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
32,0.01523209,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
33,0.01755619,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
34,0.01986122,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
35,0.02216148,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
36,0.02437973,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
37,0.02595234,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
38,0.02722931,0.5744896,-0.3385315,6.830187E-06,2.035554E-13,3.415094E-06
